FIPS,State,County,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,PCT_LOCLSALE07,PCT_LOCLSALE12,DIRSALES07,DIRSALES12,PCH_DIRSALES_07_12,PC_DIRSALES07,PC_DIRSALES12,PCH_PC_DIRSALES_07_12,FMRKT13,FMRKT18,PCH_FMRKT_13_18,FMRKTPTH13,FMRKTPTH18,PCH_FMRKTPTH_13_18,FMRKT_SNAP18,PCT_FMRKT_SNAP18,FMRKT_WIC18,PCT_FMRKT_WIC18,FMRKT_WICCASH18,PCT_FMRKT_WICCASH18,FMRKT_SFMNP18,PCT_FMRKT_SFMNP18,FMRKT_CREDIT18,PCT_FMRKT_CREDIT18,FMRKT_FRVEG18,PCT_FMRKT_FRVEG18,FMRKT_ANMLPROD18,PCT_FMRKT_ANMLPROD18,FMRKT_BAKED18,PCT_FMRKT_BAKED18,FMRKT_OTHERFOOD18,PCT_FMRKT_OTHERFOOD18,VEG_FARMS07,VEG_FARMS12,PCH_VEG_FARMS_07_12,VEG_ACRES07,VEG_ACRES12,PCH_VEG_ACRES_07_12,VEG_ACRESPTH07,VEG_ACRESPTH12,PCH_VEG_ACRESPTH_07_12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,PCH_FRESHVEG_FARMS_07_12,FRESHVEG_ACRES07,FRESHVEG_ACRES12,PCH_FRESHVEG_ACRES_07_12,FRESHVEG_ACRESPTH07,FRESHVEG_ACRESPTH12,PCH_FRESHVEG_ACRESPTH_07_12,ORCHARD_FARMS07,ORCHARD_FARMS12,PCH_ORCHARD_FARMS_07_12,ORCHARD_ACRES07,ORCHARD_ACRES12,PCH_ORCHARD_ACRES_07_12,ORCHARD_ACRESPTH07,ORCHARD_ACRESPTH12,PCH_ORCHARD_ACRESPTH_07_12,BERRY_FARMS07,BERRY_FARMS12,PCH_BERRY_FARMS_07_12,BERRY_ACRES07,BERRY_ACRES12,PCH_BERRY_ACRES_07_12,BERRY_ACRESPTH07,BERRY_ACRESPTH12,PCH_BERRY_ACRESPTH_07_12,SLHOUSE07,SLHOUSE12,PCH_SLHOUSE_07_12,GHVEG_FARMS07,GHVEG_FARMS12,PCH_GHVEG_FARMS_07_12,GHVEG_SQFT07,GHVEG_SQFT12,PCH_GHVEG_SQFT_07_12,GHVEG_SQFTPTH07,GHVEG_SQFTPTH12,PCH_GHVEG_SQFTPTH_07_12,FOODHUB18,CSA07,CSA12,PCH_CSA_07_12,AGRITRSM_OPS07,AGRITRSM_OPS12,PCH_AGRITRSM_OPS_07_12,AGRITRSM_RCT07,AGRITRSM_RCT12,PCH_AGRITRSM_RCT_07_12,FARM_TO_SCHOOL13,FARM_TO_SCHOOL15
29027,MO,Callaway,87,87,0,5.788423154,6.139731828,0.6482537574,0.3167724538,449,269,-40.08908686,10.3422859,6.053105311,-41.47226861,3,3,0,0.06736879796,0.06683151424,-0.7975260615,0,0,0,0,0,0,0,0,3,100,3,100,2,66.66666412,3,100,3,100,33,21,-36.36363636,80,45,77.77777778,1.842723545,1.800180018,-2.308730873,31,21,-32.25806452,66,,,1.520246925,,,32,27,-15.625,71,226,218.3098592,1.635417147,5.085508551,210.9609412,11,9,-18.18181818,2,3,50,0.04606808864,0.06750675068,46.53690369,1,2,100,1,4,300,,,,,,,,10,1,-90,7,14,100,23000,26000,13.04347826,1,1
29029,MO,Camden,24,21,-12.5,4.411764706,3.939962477,0.2678571429,0.1935887946,54,34,-37.03703704,1.263335205,0.7747875031,-38.67126475,4,4,0,0.09031180292,0.08730764687,-3.326426744,0,0,0,0,0,0,0,0,3,75,4,100,3,75,2,50,3,75,2,4,100,,3,,,,,2,4,100,,,,,,,5,1,-80,23,,,0.5380872169,,,1,4,300,,3,,,0.06836360322,,1,1,0,0,2,,0,,,0,,,,3,0,-100,7,13,85.71428571,66000,28000,-57.57575758,1,1
29031,MO,Cape Girardeau,62,52,-16.12903226,4.278812974,4.565408253,0.3705843927,0.3064995943,295,238,-19.3220339,4.013059448,3.086059569,-23.09958003,5,5,0,0.06455527991,0.06348964572,-1.650731325,1,20,0,0,0,0,0,0,3,60,5,100,5,100,5,100,5,100,7,5,-28.57142857,105,12,775,1.428377092,1.361496869,-4.682252564,7,5,-28.57142857,105,12,-88.57142857,1.428377092,0.1555996421,-89.10654315,21,20,-4.761904762,383,161,-57.96344648,5.210175486,2.087628532,-59.93170408,3,7,133.3333333,7,3,-57.14285714,0.09522513944,0.03889991053,-59.14953681,4,3,-25,2,0,-100,,0,,,0,,,5,9,80,3,3,0,7000,,,0,1
29033,MO,Carroll,23,15,-34.7826087,1.918265221,1.348920863,0.04909238948,0.02529472183,41,33,-19.51219512,4.261068385,3.625576796,-14.9139026,2,2,0,0.2208236754,0.228754431,3.591442585,0,0,0,0,0,0,0,0,1,50,2,100,1,50,2,100,2,100,8,6,-25,38,11,245.4545455,3.949282893,4.174906614,5.713030103,8,6,-25,38,11,-71.05263158,3.949282893,1.208525599,-69.39885971,10,7,-30,83,26,-68.6746988,8.626065267,2.856515052,-66.88507491,8,1,-87.5,10,,,1.039284972,,,1,1,0,0,1,,0,,,0,,,,2,1,-50,9,24,166.6666667,,81000,,1,0
29035,MO,Carter,9,10,11.11111111,4.433497537,5.102040816,0.3411178168,0.3470715835,13,16,23.07692308,2.125224783,2.554686253,20.2078139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,25,4,14,-71.42857143,0.653915318,0.6386715631,-2.331151205,4,5,25,4,14,250,0.653915318,2.235350471,241.8409708,3,0,-100,3,0,-100,0.4904364885,0,-100,2,2,0,,,,,,,0,0,0,0,0,,0,0,,0,0,,,1,1,0,0,6,,0,26000,,0,1
29037,MO,Cass,91,79,-13.18681319,5.126760563,5.284280936,0.3220453568,0.4290601264,262,370,41.22137405,2.705353916,3.681408885,36.07864255,5,6,20,0.04966476187,0.05716790259,15.10757446,0,0,0,0,0,0,0,0,5,83.33333588,6,100,6,100,6,100,6,100,17,20,17.64705882,107,46,132.6086957,1.104858279,1.064623651,-3.64160987,16,20,25,,,,,,,20,16,-20,142,118,-16.90140845,1.466260519,1.174070942,-19.92753496,13,16,23.07692308,43,53,23.25581395,0.4440084671,0.5273369484,18.76731807,1,0,-100,0,3,,0,1900,,0,18.90453211,,,2,2,0,13,4,-69.23076923,47000,15000,-68.08510638,1,1
29039,MO,Cedar,39,25,-35.8974359,4.642857143,3.052503053,0.2782045426,0.3773584906,67,89,32.8358209,4.728632931,6.435285611,36.09188332,2,2,0,0.1452011019,0.141193077,-2.760326862,1,50,0,0,0,0,0,0,0,0,2,100,2,100,2,100,2,100,12,11,-8.333333333,25,57,-56.14035088,1.764415273,1.807664497,2.451193059,12,10,-16.66666667,,,,,,,20,10,-50,382,319,-16.4921466,26.96026537,23.06579899,-14.44520789,2,1,-50,,,,,,,2,1,-50,1,2,100,,,,,,,,5,0,-100,4,6,50,7000,14000,100,,0
29041,MO,Chariton,44,19,-56.81818182,3.751065644,1.696428571,0.1161582775,0.1284111742,123,159,29.26829268,15.56962025,20.76531279,33.37070814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,-25,405,101,300.990099,51.26582278,52.89277785,3.173566671,12,9,-25,,,,,,,33,32,-3.03030303,924,973,5.303030303,116.9620253,127.0732663,8.644892176,3,8,166.6666667,12,2,-83.33333333,1.518987342,0.261198903,-82.80440555,1,1,0,0,6,,0,7684,,0,1003.526185,,,1,2,100,8,4,-50,72000,14000,-80.55555556,0,0
29043,MO,Christian,49,77,57.14285714,3.873517787,6.542056075,0.8267758401,0.7869149637,311,191,-38.585209,4.286994279,2.394894236,-44.13581918,3,5,66.66666412,0.03721068799,0.0574824959,54.47845459,0,0,0,0,0,0,0,0,3,60,3,60,3,60,3,60,3,60,8,11,37.5,54,15,260,0.7443655662,0.677090517,-9.03790453,8,9,12.5,52,14,-73.07692308,0.7167964712,0.1755419859,-75.51020507,8,9,12.5,124,109,-12.09677419,1.709283893,1.366719747,-20.04138382,3,7,133.3333333,3,3,0,0.04135364257,0.03761613983,-9.03790453,2,1,-50,2,3,50,,2752,,,34.50653894,,,0,3,,3,8,166.6666667,195000,98000,-49.74358974,1,1
29045,MO,Clark,13,11,-15.38461538,1.833568406,1.634472511,0.06062164744,0.3816582008,33,275,733.3333333,4.575707155,39.41522144,761.4017486,1,1,0,0.1449905783,0.1461560875,0.8038517237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,,,,,,2,2,0,,,,,,,9,0,-100,6,0,-100,0.8319467554,0,-100,4,3,-25,3,1,-66.66666667,0.4159733777,0.143328078,-65.54393006,0,0,0,1,0,-100,,0,,,0,,,3,4,33.33333333,6,10,66.66666667,3000,21000,600,0,0
29047,MO,Clay,51,34,-33.33333333,6.781914894,5.882352941,0.5346286622,0.4091035469,175,206,17.71428571,0.8286808821,0.9055502317,9.276109927,7,7,0,0.03039144166,0.02841312625,-6.509449005,3,42.8571434,0,0,0,0,0,0,7,100,7,100,6,85.7142868,5,71.42857361,7,100,14,12,-14.28571429,107,,,0.5066791679,0.4703586155,-7.168353217,14,12,-14.28571429,107,,,0.5066791679,,,19,8,-57.89473684,37,43,16.21621622,0.1752068151,0.1890226212,7.885427342,7,4,-42.85714286,7,1,-85.71428571,0.03314723528,0.004395874911,-86.73833617,0,0,0,0,1,,0,,,0,,,,3,3,0,4,4,0,,3000,,1,1
29049,MO,Clinton,70,31,-55.71428571,7.658643326,4.089709763,,,,,,,,,1,1,0,0.04863576591,0.04885197803,0.4445537627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,-78.26086957,69,20,245,3.321459517,3.368976124,1.430594209,22,5,-77.27272727,,,,,,,4,5,25,12,22,83.33333333,0.5776451333,1.0741663,85.95608938,2,2,0,,,,,,,0,0,0,0,0,,0,0,,0,0,,,7,5,-28.57142857,5,4,-20,,,,1,0
29051,MO,Cole,54,55,1.851851852,4.895738894,5.213270142,0.5560197056,0.4743041801,193,182,-5.699481865,2.608918988,2.383290775,-8.648341124,5,5,0,0.0651763007,0.0651075542,-0.1054777652,0,0,0,0,1,20,0,0,3,60,4,80,4,80,4,80,5,100,12,9,-25,19,47,-59.57446809,0.2568365843,0.2488050809,-3.127087016,12,9,-25,,42,,,0.5499901787,,18,21,16.66666667,149,101,-32.2147651,2.01413953,1.32259543,-34.33446838,4,8,100,4,16,300,0.05407085986,0.2095200681,287.4916519,0,0,0,1,4,300,,14760,,,193.2822628,,,2,4,100,3,10,233.3333333,,36000,,1,1
29053,MO,Cooper,24,31,29.16666667,2.547770701,3.340517241,0.1338220047,0.1583875129,111,124,11.71171171,6.273667552,7.07197445,12.72472427,2,1,-50,0.1135718375,0.05680849776,-49.9801178,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,12,15,25,38,46,-17.39130435,2.147742045,2.167217977,0.906809627,12,15,25,,,,,,,14,14,0,83,157,89.15662651,4.691120782,8.954032166,90.87191701,2,2,0,,,,,,,2,1,-50,0,3,,0,,,0,,,,3,1,-66.66666667,6,5,-16.66666667,62000,39000,-37.09677419,1,0
29055,MO,Crawford,32,46,43.75,4.71281296,6.77466863,0.7039805319,0.5787950539,81,88,8.641975309,3.280813318,3.551537654,8.251744628,3,3,0,0.1223840415,0.1252243668,2.32082963,0,0,0,0,0,0,0,0,2,66.66666412,3,100,2,66.66666412,3,100,3,100,4,7,75,2,,,0.08100773624,0.08071676487,-0.3591896037,4,6,50,2,6,200,0.08100773624,0.2421502946,198.9224312,9,4,-55.55555556,39,13,-66.66666667,1.579650857,0.5246589717,-66.78639653,3,1,-66.66666667,5,,,0.2025193406,,,1,1,0,2,4,100,,4848,,,195.657438,,,4,2,-50,3,8,166.6666667,8000,55000,587.5,1,0
29057,MO,Dade,31,25,-19.35483871,3.510758777,3.40599455,0.536592053,0.07627984629,274,53,-80.65693431,34.38323504,7.009654808,-79.61316089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14.28571429,,,,,,,4,7,75,5,13,160,0.6274312963,1.719349292,174.0298902,8,11,37.5,42,47,11.9047619,5.270422889,6.21610898,17.94326777,2,4,100,,4,,,0.5290305515,,1,1,0,1,1,0,,,,,,,,1,1,0,1,3,200,,8000,,1,0
29059,MO,Dallas,89,63,-29.21348315,6.50109569,5.303030303,0.5926851872,0.5386711381,275,257,-6.545454545,16.22131776,15.316765,-5.576321051,2,2,0,0.1215214506,0.1193175018,-1.813629389,0,0,0,0,0,0,0,0,1,50,2,100,1,50,1,50,2,100,30,40,33.33333333,68,121,-43.80165289,4.011089483,4.052684904,1.037010549,29,40,37.93103448,,119,,,7.092198582,,7,3,-57.14285714,11,,,0.6488527104,,,13,26,100,13,16,23.07692308,0.7668259305,0.9535729185,24.35324375,1,2,100,3,13,333.3333333,6360,81244,1177.421384,375.1548399,4842.004887,1190.668378,,1,6,500,5,8,60,14000,11000,-21.42857143,0,0
29061,MO,Daviess,33,33,0,2.822925577,2.752293578,0.1146176589,0.1293620897,88,125,42.04545455,10.5909255,15.13134003,42.87080037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30,172.7272727,64,134,-52.23880597,7.702491275,7.747246096,0.5810434572,11,30,172.7272727,,,,,,,6,9,50,8,17,112.5,0.9628114093,2.057862244,113.7347173,8,6,-25,3,,,0.3610542785,,,0,0,0,5,20,300,20360,134444,560.3339882,2450.355037,16274.54303,564.1708156,,15,3,-80,4,10,150,10000,15000,50,0,0
29063,MO,DeKalb,33,28,-15.15151515,3.374233129,3.244495944,0.1005521849,0.1084544408,59,65,10.16949153,4.566210046,5.047759571,10.54593461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,42.85714286,9,10,-10,0.6965405154,0.698920556,0.3416944941,7,10,42.85714286,9,,,0.6965405154,,,1,4,300,,9,,,0.698920556,,3,5,66.66666667,,3,,,0.2329735187,,1,1,0,1,0,-100,,0,,,0,,,2,0,-100,2,1,-50,,,,1,0
29065,MO,Dent,35,44,25.71428571,5.376344086,6.537890045,1.843594581,0.8818952101,215,153,-28.8372093,14.01199166,9.793880425,-30.10358082,1,1,0,0.06367398798,0.06476264447,1.709735036,1,100,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,5,13,160,27,26,3.846153846,1.759645464,1.72833184,-1.779541672,5,13,160,27,26,-3.703703704,1.759645464,1.664319549,-5.417336425,7,2,-71.42857143,20,,,1.303441084,,,3,2,-33.33333333,1,,,0.06517205422,,,0,1,,0,0,,0,0,,0,0,,,3,2,-33.33333333,3,9,200,,25000,,1,0
29067,MO,Douglas,44,31,-29.54545455,3.914590747,3.150406504,0.2349256069,0.22516437,69,75,8.695652174,5.059763878,5.519982336,9.095650894,0,1,,0,0.07477753609,,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,6,6,0,10,11,-9.090909091,0.7332991127,0.7359976448,0.3679988224,6,6,0,10,,,0.7332991127,,,8,6,-25,10,25,150,0.7332991127,1.839994112,150.9199971,1,2,100,,,,,,,0,0,0,0,0,,0,0,,0,0,,,3,2,-33.33333333,12,4,-66.66666667,,217000,,0,1
29069,MO,Dunklin,19,13,-31.57894737,4.194260486,3.768115942,0.1844156681,0.1562719836,229,311,35.80786026,7.099674469,9.761149995,37.48728956,1,1,0,0.03152883425,0.03398701549,7.796613216,0,0,0,0,0,0,0,0,0,0,1,100,0,0,1,100,1,100,44,32,-27.27272727,4189,7452,-43.78690284,129.8713378,131.4773548,1.236621575,40,26,-35,,,,,,,6,7,16.66666667,348,312,-10.34482759,10.78902496,9.79253633,-9.236132381,4,2,-50,7,,,0.217020617,,,0,0,0,0,0,,0,0,,0,0,,,2,0,-100,1,9,800,,,,1,1
29071,MO,Franklin,149,156,4.697986577,7.435129741,8.473655622,0.8068813275,0.7977519319,424,511,20.51886792,4.228793697,5.041784654,19.22512696,5,7,40,0.04914729297,0.06752194464,37.38690567,0,0,1,14.28571415,0,0,0,0,6,85.7142868,7,100,5,71.42857361,6,85.7142868,6,85.7142868,40,17,-57.5,184,178,3.370786517,1.835136887,1.815437136,-1.073475871,36,17,-52.77777778,,178,,,1.756238099,,36,36,0,145,189,30.34482759,1.446167656,1.864769666,28.94560731,8,11,37.5,9,9,0,0.08976213035,0.08879855554,-1.073475871,1,1,0,0,4,,0,10172,,0,100.3621008,,,4,4,0,10,17,70,34000,72000,111.7647059,1,1
29073,MO,Gasconade,26,36,38.46153846,2.998846597,4.190919674,0.341160833,0.6551564668,77,170,120.7792208,4.98381877,11.34089393,127.5543003,3,3,0,0.202524811,0.2040122449,0.7344452739,0,0,0,0,0,0,0,0,3,100,3,100,2,66.66666412,2,66.66666412,3,100,8,9,12.5,19,57,-66.66666667,1.229773463,1.267511674,3.068712475,8,9,12.5,19,57,200,1.229773463,3.802535023,209.2061374,21,35,66.66666667,233,139,-40.34334764,15.08090615,9.272848566,-38.51265651,4,7,75,2,13,550,0.1294498382,0.8672448299,569.9466311,1,2,100,2,1,-50,,,,,,,,5,6,20,9,11,22.22222222,109000,,,1,0
29075,MO,Gentry,20,21,5,2.383790226,2.966101695,0.2646374255,0.05211335444,249,66,-73.4939759,36.84522048,9.697325889,-73.68091231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,-18.75,36,21,71.42857143,5.327019828,5.289450485,-0.7052600646,13,13,0,22,19,-13.63636364,3.255401006,2.791654423,-14.24545187,6,6,0,7,39,457.1428571,1.035809411,5.730238025,453.2135511,4,8,100,3,3,0,0.443918319,0.4407875404,-0.7052600646,0,0,0,10,5,-50,29760,14850,-50.10080645,4403.669725,2181.898325,-50.45272554,,4,1,-75,5,1,-80,4000,,,1,0
29077,MO,Greene,88,94,6.818181818,4.489795918,5.365296804,0.7008636627,0.6269894859,254,260,2.362204724,0.9492630131,0.926232691,-2.426126561,8,8,0,0.02820934169,0.02740448713,-2.853148937,3,37.5,0,0,0,0,0,0,3,37.5,5,62.5,5,62.5,5,62.5,5,62.5,18,20,11.11111111,57,26,119.2307692,0.2130235896,0.2030587053,-4.677831333,18,18,0,57,22,-61.40350877,0.2130235896,0.07837353539,-63.20898753,42,20,-52.38095238,314,131,-58.28025478,1.173498371,0.4666787789,-60.23183409,13,18,38.46153846,15,19,26.66666667,0.05605883936,0.06768623511,20.74141364,2,1,-50,2,7,250,,2940,,,10.47355428,,,8,4,-50,6,21,250,53000,75000,41.50943396,1,1
29079,MO,Grundy,27,28,3.703703704,3.383458647,4.063860668,0.2485068705,0.2663920664,119,119,0,11.66781057,11.51204411,-1.335010158,1,1,0,0.0966463685,0.1008674577,4.367560863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,-26.66666667,33,24,37.5,3.235611334,3.192415594,-1.335010158,15,11,-26.66666667,,,,,,,3,4,33.33333333,,,,,,,7,7,0,3,4,33.33333333,0.2941464849,0.386959466,31.55331979,0,0,0,3,10,233.3333333,8400,62060,638.8095238,823.6101579,6003.676115,628.9463416,,1,3,200,7,2,-71.42857143,9000,,,1,0
29081,MO,Harrison,24,29,20.83333333,2.068965517,2.759276879,0.09155058522,0.134254689,65,102,56.92307692,7.261758463,11.671816,60.7298846,1,1,0,0.1148369312,0.1188495383,3.494178295,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,4,7,75,4,21,-80.95238095,0.4468774439,0.4577182744,2.425906854,4,7,75,4,,,0.4468774439,,,5,3,-40,8,,,0.8937548877,,,0,3,,0,1,,0,0.1144295686,,2,2,0,0,3,,0,4100,,0,469.1612313,,,5,3,-40,11,22,100,25000,36000,44,0,1
29083,MO,Henry,36,19,-47.22222222,3.2,2.125279642,0.1652395974,0.04865483686,99,34,-65.65656566,4.405090327,1.534642293,-65.16206981,3,3,0,0.1357834637,0.1376651973,1.385834098,0,0,0,0,0,0,0,0,2,66.66666412,2,66.66666412,1,33.33333206,2,66.66666412,2,66.66666412,11,9,-18.18181818,42,47,-10.63829787,1.868826199,1.895734597,1.439855563,11,9,-18.18181818,41,47,14.63414634,1.824330337,2.121417287,16.28471247,9,9,0,71,48,-32.3943662,3.159206194,2.166553825,-31.42094272,5,2,-60,2,,,0.08899172377,,,1,1,0,0,1,,0,,,0,,,,7,2,-71.42857143,6,2,-66.66666667,36000,,,1,1
29085,MO,Hickory,5,7,40,1.016260163,1.437371663,0.03930560105,0.127951611,6,33,450,0.6253908693,3.514376997,461.9488818,0,1,,0,0.1051635295,,1,100,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,2,1,-50,,,,,,,0,1,,0,,,0,,,3,4,33.33333333,,32,,,3.407880724,,1,3,200,,2,,,0.2129925453,,0,0,0,1,1,0,,,,,,,,0,1,,0,0,,0,0,,0,1
29087,MO,Holt,10,8,-20,2.164502165,1.960784314,0.01601458559,0.04425991106,13,42,223.0769231,2.601560937,9.012875536,246.4410697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,1,1,0,,,,,,,1,6,500,,17,,,3.64806867,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,,0,2,,7,6,-14.28571429,46000,,,0,0
29089,MO,Howard,23,28,21.73913043,2.652825836,3.660130719,0.2663056745,0.1465109465,120,70,-41.66666667,11.90594305,6.870154088,-42.29643079,2,1,-50,0.1953125,0.09864851832,-49.49195862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,29,12,141.6666667,2.87726957,2.846206693,-1.079595642,8,8,0,29,,,2.87726957,,,13,8,-38.46153846,316,495,56.64556962,31.3523167,48.58180391,54.95443088,0,0,,0,0,,0,0,,0,0,0,1,0,-100,,0,,,0,,,2,2,0,5,6,20,18000,37000,105.5555556,1,1
29091,MO,Howell,73,45,-38.35616438,4.591194969,2.931596091,0.9989036423,0.2725351329,574,147,-74.3902439,14.57185652,3.622920518,-75.13755016,3,5,66.66666412,0.07453971356,0.1247629523,67.37782288,2,40,0,0,0,0,0,0,4,80,4,80,4,80,4,80,4,80,13,9,-30.76923077,22,7,214.2857143,0.5585032114,0.5422057917,-2.918052988,13,9,-30.76923077,,,,,,,26,16,-38.46153846,143,60,-58.04195804,3.630270874,1.478743068,-59.26631594,7,12,71.42857143,4,7,75,0.1015460384,0.1725200246,69.89340727,1,1,0,0,3,,0,4252,,0,104.7935921,,,4,1,-75,5,8,60,29000,249000,758.6206897,0,0
29093,MO,Iron,15,13,-13.33333333,5.016722408,4.761904762,1.196032672,0.6336501584,82,38,-53.65853659,7.677183784,3.645083933,-52.52055916,1,1,0,0.09545627981,0.09826078266,2.937997103,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,0,2,,0,,,0,0,,0,2,,0,,,0,,,4,0,-100,9,0,-100,0.8426177324,0,-100,1,0,-100,,0,,,0,,0,0,0,0,2,,0,,,0,,,,2,1,-50,1,14,1300,,35000,,1,0
29095,MO,Jackson,55,59,7.272727273,6.563245823,8.416547789,0.6143195709,0.5317840895,197,173,-12.18274112,0.2971364792,0.2553286951,-14.07022933,23,18,-21.73913002,0.03383198753,0.02570301294,-24.02748108,9,50,0,0,0,0,1,5.555555344,14,77.77777863,17,94.44444275,14,77.77777863,14,77.77777863,14,77.77777863,28,28,0,178,100,78,0.2684786461,0.2627081372,-2.149336293,28,28,0,,99,,,0.1461129527,,25,29,16,146,95,-34.93150685,0.2202128221,0.140209399,-36.33004759,5,12,140,11,15,36.36363636,0.01659137701,0.02213832617,33.43272324,3,3,0,4,6,50,7080,9120,28.81355932,10.67881357,13.46010231,26.04492274,,3,6,100,5,9,80,183000,341000,86.33879781,1,1
29097,MO,Jasper,52,57,9.615384615,3.798392988,4.387990762,0.2762639616,0.1025283695,256,103,-59.765625,2.250470313,0.892369805,-60.34740828,3,3,0,0.02569417097,0.02486819774,-3.21463275,1,33.33333206,0,0,0,0,0,0,2,66.66666412,3,100,3,100,3,100,3,100,18,8,-55.55555556,209,19,1000,1.837298029,1.810730963,-1.445985635,17,8,-52.94117647,,18,,,0.1559481213,,18,20,11.11111111,165,332,101.2121212,1.450498444,2.876376459,98.30262284,5,7,40,7,4,-42.85714286,0.06153629762,0.03465513806,-43.68342036,4,3,-25,0,0,,0,0,,0,0,,1,11,4,-63.63636364,0,6,,0,44000,,0,1
29099,MO,Jefferson,66,84,27.27272727,9.469153515,11.91489362,2.94170565,2.128596594,327,290,-11.31498471,1.521298174,1.31728367,-13.41055341,4,5,25,0.01811233349,0.02228690311,23.04821587,1,20,0,0,0,0,0,0,5,100,4,80,4,80,3,60,3,60,23,20,-13.04347826,72,36,100,0.3349647357,0.3270497388,-2.362934363,21,20,-4.761904762,67,,,0.3117032957,,,19,19,0,100,66,-34,0.4652287995,0.2997955939,-35.55953668,6,7,16.66666667,6,4,-33.33333333,0.02791372797,0.01816942993,-34.90862291,0,0,0,5,5,0,15600,10740,-31.15384615,72.57569273,48.78491937,-32.78063558,,5,4,-20,1,6,500,,63000,,1,1
29101,MO,Johnson,113,74,-34.51327434,5.803800719,4.465902233,0.5197575105,0.299498611,541,359,-33.64140481,10.45410628,6.591388965,-36.949283,4,4,0,0.07384706289,0.07455454022,0.9580304027,0,0,0,0,0,0,0,0,3,75,4,100,3,75,3,75,4,100,42,26,-38.0952381,84,74,13.51351351,1.623188406,1.542274855,-4.984852658,42,26,-38.0952381,,69,,,1.266868631,,32,27,-15.625,171,154,-9.941520468,3.304347826,2.827503902,-14.43080298,16,21,31.25,15,12,-20,0.2898550725,0.2203249793,-23.98788213,1,0,-100,4,12,200,,46200,,,848.2511705,,,17,10,-41.17647059,5,5,0,34000,38000,11.76470588,1,1
29103,MO,Knox,17,16,-5.882352941,2.442528736,2.302158273,0.3333449684,0.4324465994,191,330,72.77486911,46.00192678,80.74382187,75.52269551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,33.33333333,15,14,7.142857143,3.612716763,3.670173722,1.590408613,3,4,33.33333333,,14,,,3.425495473,,1,1,0,,,,,,,0,1,,0,,,0,,,0,0,0,0,1,,0,,,0,,,,4,0,-100,9,15,66.66666667,36000,59000,63.88888889,0,0
29105,MO,Laclede,49,36,-26.53061224,3.876582278,2.575107296,0.6336978131,0.2659205017,255,134,-47.45098039,7.217049217,3.783921159,-47.56969164,2,2,0,0.05613877624,0.05600201711,-0.243609041,1,50,0,0,0,0,0,0,1,50,2,100,1,50,2,100,2,100,14,6,-57.14285714,20,9,122.2222222,0.5660430759,0.5647643521,-0.2259057408,14,6,-57.14285714,20,,,0.5660430759,,,11,11,0,42,69,64.28571429,1.188690459,1.948437015,63.91458343,15,9,-40,34,7,-79.41176471,0.962273229,0.1976675232,-79.45827471,1,2,100,0,2,,0,,,0,,,,8,2,-75,2,4,100,,14000,,0,0
